,NIL value,Instagram Followers,TikTok Followers,Twitter Followers,Company,Deal Date,School,Sponsor Count,Name
143,271000.0,16300.0,3500.0,160.0,,11/02/22,Florida State Seminoles,,Trey Benson
145,21000.0,3600.0,54.0,1100.0,Playa Bowls,11/02/22,Ohio State Buckeyes,11.0,Bowen Hardman
146,83000.0,100000.0,181.0,2100.0,Lids,11/01/22,Undecided,5.0,Juju Watkins
148,143000.0,37000.0,5400.0,5200.0,Lids,11/01/22,Duke Blue Devils,5.0,Dereck Lively II
150,163000.0,86000.0,30000.0,6300.0,Lids,11/01/22,Kentucky Wildcats,5.0,Chris Livingston
162,42000.0,13500.0,40000.0,8000.0,Integrated Psychological Assessment Services,11/01/22,Stanford Cardinal,1.0,Terian Williams II
163,42000.0,13500.0,40000.0,8000.0,Fans Meet Idols,11/01/22,Stanford Cardinal,15.0,Terian Williams II
164,28000.0,4600.0,1600.0,3200.0,Wiseguy Pizza Pie,11/01/22,Boise State Broncos,1.0,Taylen Green
166,60000.0,15200.0,24000.0,4300.0,,10/31/22,Oregon Ducks,,Terrance Ferguson
170,12000.0,4600.0,9500.0,555.0,Lacrosse Unlimited,10/31/22,USC Trojans,6.0,Kait Devir
171,15000.0,3100.0,495.0,4.0,Lacrosse Unlimited,10/31/22,Maryland Terrapins,6.0,Abby Bosco
175,44000.0,4800.0,183.0,3100.0,Clemson Area African American Museum,10/31/22,Clemson Tigers,1.0,Marcus Tate
178,45000.0,41000.0,2400.0,3500.0,Jordan Brand,10/31/22,UCLA Bruins,1.0,Kiki Rice
181,10300.0,3000.0,4900.0,172.0,MarketPryce,10/31/22,Creighton Bluejays,7.0,Keeley Davis
187,17700.0,2600.0,18.0,970.0,North Rock Creek Baseball & Softball Camp,10/30/22,Oklahoma Sooners,2.0,Jackson Nicklaus
189,257000.0,8500.0,108.0,5000.0,Culver's Restaurants,10/30/22,Wisconsin Badgers,1.0,Nick Herbig
195,94000.0,20000.0,3600.0,13500.0,,10/28/22,Oklahoma Sooners,,Billy Bowman
199,42000.0,10700.0,694.0,2.0,Johnny's Tavern,10/28/22,Kansas Jayhawks,3.0,Kenny Logan
203,45000.0,4900.0,74.0,1600.0,,10/28/22,Virginia Cavaliers,,Jay Woolfolk
205,41000.0,33000.0,32000.0,10100.0,,10/27/22,Illinois Fighting Illini,,Coleman Hawkins
206,178000.0,92000.0,55000.0,9600.0,Long McArthur Ford,10/27/22,Kansas Jayhawks,2.0,Gradey Dick
207,38000.0,4300.0,1700.0,397.0,The Athletic Collection,10/27/22,UCLA Bruins,14.0,Carl Jones
209,51000.0,10000.0,28.0,5500.0,Dolores Lemon & Associates Real Estate Professiona,10/27/22,Oklahoma State Cowboys,1.0,Brennan Presley
214,41000.0,8800.0,11500.0,5600.0,Recruiting Analytics,10/27/22,Vanderbilt Commodores,2.0,Mike Wright
217,15600.0,2000.0,178.0,458.0,Girls Inc St. Louis,10/27/22,Clemson Tigers,1.0,Courtney Williams
218,15600.0,2000.0,178.0,458.0,Clemson Downs,10/27/22,Clemson Tigers,2.0,Courtney Williams
222,58000.0,9400.0,2400.0,5600.0,Made Equal Clothing Co.,10/26/22,Undecided,1.0,Treshaun Ward
223,28000.0,5000.0,24000.0,1800.0,Champs Sports,10/26/22,Undecided,8.0,Myles Jackson
224,35000.0,22000.0,3700.0,11600.0,,10/26/22,Oklahoma Sooners,,Tiare Jennings
231,20000.0,8700.0,242.0,2900.0,Versiti Blood Center of Indiana,10/26/22,Purdue Boilermakers,12.0,Fletcher Loyer
237,25000.0,13900.0,106.0,6300.0,Versiti Blood Center of Indiana,10/26/22,Purdue Boilermakers,12.0,Mason Gillis
238,58000.0,2600.0,83.0,1700.0,Hungry Howie's,10/26/22,Michigan State Spartans,12.0,Matt Carrick
240,63000.0,9300.0,134.0,5.0,Hungry Howie's,10/26/22,Michigan State Spartans,12.0,Kevin Wigenton
243,58000.0,2600.0,186.0,2000.0,Hungry Howie's,10/26/22,Michigan State Spartans,12.0,Geno VanDeMark
250,175000.0,6000.0,4.0,5000.0,Iowa Giving Crew,10/26/22,Iowa Hawkeyes,1.0,Kaevon Merriweather
252,436000.0,137000.0,1700.0,38000.0,Kane Footwear,10/26/22,Ohio State Buckeyes,5.0,Jaxon Smith-Njigba
253,292000.0,18700.0,179.0,10000.0,Kane Footwear,10/26/22,Ohio State Buckeyes,5.0,Denzel Burke
255,240000.0,33000.0,2000.0,17500.0,Kane Footwear,10/26/22,Ohio State Buckeyes,5.0,Miyan Williams
256,17400.0,4100.0,82.0,1300.0,Pickens County Humane,10/26/22,Clemson Tigers,1.0,Alex Hemenway
258,65000.0,17500.0,3100.0,2300.0,The Athletic Collection,10/25/22,LSU Tigers,14.0,Josh Williams
270,49000.0,7100.0,14.0,5600.0,,10/25/22,South Carolina Gamecocks,,Stone Blanton
274,8900.0,1800.0,123.0,264.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Allison Whitten
275,9100.0,1900.0,150.0,752.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Emily Bressman
277,8800.0,1700.0,124.0,234.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Katie Maser
279,11700.0,4700.0,6400.0,829.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Megan Skovsende
280,8800.0,1600.0,72.0,417.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Bethany Clapp
281,14700.0,3000.0,44000.0,679.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Jazz Schmidt
285,10300.0,3000.0,4900.0,172.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Keeley Davis
288,10000.0,3100.0,1600.0,567.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Sky McCune
290,10000.0,3200.0,425.0,558.0,Little King Deli & Subs,10/25/22,Creighton Bluejays,18.0,Ellie Bolton
291,39000.0,4900.0,558.0,1500.0,Outback Steakhouse,10/25/22,UCLA Bruins,23.0,Jake Bobo
292,24000.0,4500.0,46.0,2100.0,Outback Steakhouse,10/25/22,Ole Miss Rebels,23.0,Ka'Darian Hill
293,42000.0,2900.0,100000.0,874.0,Outback Steakhouse,10/25/22,Vanderbilt Commodores,23.0,Errington Truesdell
295,66000.0,14900.0,149.0,7800.0,Outback Steakhouse,10/25/22,Clemson Tigers,23.0,Beaux Collins
296,70000.0,22000.0,1100.0,1800.0,Outback Steakhouse,10/25/22,Florida Gators,23.0,Justin Shorter
297,392000.0,30000.0,919.0,7100.0,Outback Steakhouse,10/25/22,North Carolina Tar Heels,23.0,Josh Downs
298,74000.0,24000.0,22000.0,15200.0,Outback Steakhouse,10/25/22,Alabama State Hornets,23.0,Dematrius Davis
300,207000.0,82000.0,373000.0,12400.0,Outback Steakhouse,10/25/22,Michigan Wolverines,23.0,A.J. Henning
301,189000.0,58000.0,4700.0,25000.0,Outback Steakhouse,10/25/22,Georgia Bulldogs,23.0,Kendall Milton
302,380000.0,82000.0,9000.0,22000.0,Outback Steakhouse,10/25/22,Wisconsin Badgers,23.0,Braelon Allen
304,84000.0,79000.0,86000.0,690.0,Clarks Shoes,10/24/22,Louisville Cardinals,1.0,Alexa Hendricks
306,99000.0,27000.0,364.0,10500.0,Raising Cane's,10/24/22,Louisville Cardinals,12.0,Malik Cunningham
312,70000.0,75000.0,3100.0,2100.0,Sprouts Farmers Market,10/24/22,UCLA Bruins,5.0,Maya Brady
314,175000.0,6000.0,4.0,5000.0,,10/24/22,Iowa Hawkeyes,,Kaevon Merriweather
317,208000.0,25000.0,29.0,14400.0,Clean Energy,10/24/22,South Carolina Gamecocks,5.0,MarShawn Lloyd
318,25000.0,21000.0,4400.0,5500.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,Saniya Rivers
319,10200.0,3300.0,1900.0,926.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,River Baldwin
321,19700.0,14200.0,13400.0,3000.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,Madison Hayes
322,15000.0,9700.0,156.0,706.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,Jessica Timmons
323,19800.0,15600.0,480.0,2100.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,Jakia Brown-Turner
324,15000.0,8100.0,12500.0,611.0,The V Foundation,10/24/22,NC State Wolfpack,10.0,Jada Boyd
327,42000.0,10700.0,694.0,2.0,RockChalk.io,10/24/22,Kansas Jayhawks,3.0,Kenny Logan
329,88000.0,28000.0,45000.0,12700.0,RockChalk.io,10/24/22,Kansas Jayhawks,3.0,Jalon Daniels
334,26000.0,15000.0,831.0,2000.0,AT&T Fiber,10/24/22,Tennessee Volunteers,4.0,Tamari Key
335,19000.0,6900.0,850.0,4500.0,Dexcom,10/24/22,Virginia Cavaliers,4.0,Isaac Traudt
336,11900.0,5700.0,197.0,389.0,Dexcom,10/24/22,Undecided,4.0,Carly Graham
357,551000.0,32000.0,1400.0,2400.0,WME Sports,10/20/22,Villanova Wildcats,5.0,Cam Whitmore
358,22000.0,4300.0,2300.0,587.0,Moolah Kicks,10/20/22,Ohio State Buckeyes,5.0,Cotie McMahon
362,437000.0,56000.0,8900.0,16400.0,Bad Boy Mowers,10/19/22,Arkansas Razorbacks,2.0,Anthony Black
363,197000.0,7800.0,9200.0,4500.0,Kentucky Branded,10/19/22,Kentucky Wildcats,1.0,Tashawn Manning
364,380000.0,82000.0,9000.0,22000.0,,10/19/22,Wisconsin Badgers,,Braelon Allen
369,235000.0,14600.0,989.0,4800.0,WME Sports,10/19/22,Texas Longhorns,5.0,Tyrese Hunter
370,10200.0,3300.0,1900.0,926.0,adidas,10/19/22,NC State Wolfpack,4.0,River Baldwin
371,70000.0,75000.0,3100.0,2100.0,Wescom Credit Union,10/19/22,UCLA Bruins,1.0,Maya Brady
373,23000.0,10000.0,178.0,1300.0,,10/18/22,Oklahoma Sooners,,Otega Oweh
378,32000.0,17000.0,30000.0,2700.0,,10/18/22,Oklahoma Sooners,,C.J. Noland
381,19500.0,4700.0,1500.0,1700.0,,10/18/22,Oklahoma Sooners,,Milos Uzan
383,16800.0,1400.0,4.0,899.0,,10/18/22,Oklahoma Sooners,,Luke Northweather
384,44000.0,1800.0,1.0,1900.0,Par Mar Stores,10/18/22,West Virginia Mountaineers,3.0,Zeiqui Lawton
385,58000.0,8300.0,584.0,6000.0,Mercury,10/18/22,Clemson Tigers,11.0,Justin Mascoll
386,49000.0,12300.0,467.0,4000.0,Mercury,10/18/22,Clemson Tigers,11.0,Ruke Orhorhoro
387,256000.0,9600.0,138.0,2900.0,Mercury,10/18/22,Clemson Tigers,11.0,Myles Murphy
388,197000.0,7800.0,6.0,2000.0,Mercury,10/18/22,Clemson Tigers,11.0,Tyler Davis
389,241000.0,135000.0,20000.0,19700.0,Mercury,10/18/22,Clemson Tigers,11.0,Bryan Bresee
390,106000.0,40000.0,70000.0,39000.0,Mercury,10/18/22,Clemson Tigers,11.0,Xavier Thomas
391,293000.0,42000.0,161000.0,23000.0,Mercury,10/18/22,Clemson Tigers,11.0,KJ Henry
393,91000.0,25000.0,29.0,18800.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Terrence Shannon
394,22000.0,10600.0,501.0,5100.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Sencire Harris
395,14900.0,2200.0,148.0,457.0,NextName,10/18/22,Undecided,20.0,Connor Serven
396,22000.0,9800.0,720.0,5100.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Jayden Epps
397,26000.0,14800.0,155.0,8400.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Luke Goode
398,16400.0,3800.0,77.0,1400.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Brandon Lieb
399,27000.0,15500.0,151.0,8000.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Ramses Melendez
401,41000.0,33000.0,32000.0,10100.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Coleman Hawkins
402,20000.0,7900.0,191.0,4200.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Dain Dainja
404,28000.0,17100.0,2000.0,8600.0,NextName,10/18/22,Illinois Fighting Illini,20.0,Ty Rodgers
407,15500.0,4200.0,1800.0,216.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Alani Sabado
408,15200.0,2900.0,8000.0,596.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Jaedyn Rucker
409,32000.0,26000.0,3000.0,1700.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Abby Paulson
410,14300.0,120.0,15700.0,1600.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Maile O'Keefe
411,208000.0,239000.0,149000.0,28000.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Grace McCallum
413,18000.0,7000.0,5600.0,907.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Cristal Isa
414,15200.0,4000.0,834.0,176.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Jillian Hoffman
415,16800.0,5800.0,3200.0,208.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Jaylene Gilstrap
416,42000.0,40000.0,602.0,108.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Kara Eaker
417,17600.0,7000.0,474.0,1100.0,Red Rock Pharmacy,10/17/22,Utah Utes,13.0,Abby Brenner
428,54000.0,5900.0,108.0,3500.0,,10/17/22,Clemson Tigers,,Adam Randall
431,12400.0,5100.0,9600.0,276.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Endeyah Lane
432,10800.0,4200.0,493.0,677.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Kayla Lane
433,17900.0,5500.0,56000.0,293.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Emily Brown
435,19500.0,9400.0,44000.0,2500.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Marley Washenitz
436,24000.0,4800.0,110000.0,632.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Julianna Dalton
437,14200.0,5900.0,19700.0,299.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,Mackenzie Evers
442,280000.0,4800.0,1500.0,2100.0,Dunkin',10/17/22,Pittsburgh Panthers,17.0,SirVocea Dennis
445,49000.0,38000.0,11100.0,3100.0,Sprouts Farmers Market,10/17/22,Texas Longhorns,5.0,Logan Eggleston
448,10900.0,3300.0,8400.0,852.0,TIAA,10/17/22,TCU Horned Frogs,7.0,Messiah Bright
450,314000.0,37000.0,493.0,13700.0,Mark Wahlberg Chevrolet of Columbus,10/17/22,Ohio State Buckeyes,1.0,J.T. Tuimoloau
452,236000.0,8800.0,60000.0,92.0,Northside Food Pantry Advisors,10/17/22,Pittsburgh Panthers,1.0,Calijah Kancey
455,84000.0,79000.0,86000.0,690.0,GE Profile,10/17/22,Louisville Cardinals,1.0,Alexa Hendricks
460,13300.0,693.0,58.0,536.0,PUMA,10/14/22,UCLA Bruins,12.0,Camryn Brown
461,22000.0,12300.0,4300.0,1100.0,PUMA,10/14/22,UCLA Bruins,12.0,Dominique Onu
464,8900.0,1700.0,698.0,59.0,PUMA,10/14/22,Pepperdine Waves,12.0,Kaleiya Romero
466,10500.0,3800.0,1300.0,53.0,PUMA,10/14/22,Pepperdine Waves,12.0,Marly Walls
467,8800.0,1700.0,378.0,261.0,PUMA,10/14/22,Pepperdine Waves,12.0,Reese Guzman
468,25000.0,14800.0,828.0,2000.0,Charlie Hustle,10/14/22,Kansas Jayhawks,11.0,Zach Clemence
469,300000.0,73000.0,83000.0,16500.0,Charlie Hustle,10/14/22,Kansas Jayhawks,11.0,Jalen Wilson
470,178000.0,92000.0,55000.0,9600.0,Charlie Hustle,10/14/22,Kansas Jayhawks,11.0,Gradey Dick
478,60000.0,9200.0,172.0,4800.0,Life Wallet,10/14/22,Miami Hurricanes,19.0,Chantz Williams
481,138000.0,82000.0,2200.0,17100.0,Candy Digital,10/13/22,Oregon Ducks,19.0,Noah Sewell
482,180000.0,93000.0,178000.0,16700.0,Candy Digital,10/13/22,Florida State Seminoles,19.0,Mycah Pittman
483,82000.0,31000.0,4000.0,6700.0,Candy Digital,10/13/22,LSU Tigers,19.0,Sevyn Banks
485,145000.0,61000.0,37000.0,17700.0,Candy Digital,10/13/22,Alabama Crimson Tide,19.0,Malachi Moore
488,380000.0,82000.0,9000.0,22000.0,Candy Digital,10/13/22,Wisconsin Badgers,19.0,Braelon Allen
489,97000.0,43000.0,8700.0,18500.0,Morgan & Morgan,10/13/22,Alabama Crimson Tide,2.0,Traeshon Holden
490,48000.0,3900.0,15.0,3900.0,,10/13/22,Penn State Nittany Lions,,Nick Tarburton
491,28000.0,20000.0,855.0,4100.0,16 Handles,10/13/22,Rutgers Scarlet Knights,1.0,Cliff Omoruyi
492,134000.0,74000.0,4400.0,26000.0,Ease Plumbing and Air,10/13/22,North Carolina Tar Heels,1.0,Leaky Black
493,42000.0,32000.0,5400.0,13000.0,Daps,10/13/22,Kentucky Wildcats,6.0,Lance Ware
496,245000.0,35000.0,3500.0,2900.0,Daps,10/13/22,North Carolina Tar Heels,6.0,Simeon Wilcher
497,33000.0,29000.0,5.0,757.0,Daps,10/13/22,California Golden Bears,6.0,Jayda Curry
499,32000.0,26000.0,3000.0,1700.0,Jersey Mike's,10/13/22,Utah Utes,1.0,Abby Paulson
501,524000.0,76000.0,139000.0,42000.0,Onyx Authenticated,10/12/22,Kentucky Wildcats,6.0,Will Levis
503,13500.0,1900.0,214.0,360.0,,10/12/22,Virginia Tech Hokies,,Madison Hanson
504,31000.0,2400.0,545.0,2000.0,Boost Mobile,10/12/22,Colorado Buffaloes,8.0,Eoghan Kerry
505,163000.0,2900.0,8.0,2900.0,Par Mar Stores,10/12/22,West Virginia Mountaineers,3.0,Wyatt Milum
506,42000.0,2900.0,100000.0,874.0,Pepsi,10/12/22,Vanderbilt Commodores,14.0,Errington Truesdell
507,67000.0,10000.0,60000.0,5200.0,Pepsi,10/12/22,Texas A&M Aggies,14.0,Deuce Harmon
508,34000.0,2600.0,23000.0,744.0,Pepsi,10/12/22,Colorado Buffaloes,14.0,Jason Oliver
509,103000.0,49000.0,199000.0,2100.0,Pepsi,10/12/22,San Diego State Aztecs,14.0,Caden McDonald
510,111000.0,24000.0,243000.0,5300.0,Pepsi,10/12/22,Penn State Nittany Lions,14.0,KeAndre Lambert-Smith
513,217000.0,35000.0,21000.0,11400.0,Pepsi,10/12/22,Western Michigan Broncos,14.0,Jayden Reed
514,26000.0,1400.0,15500.0,1100.0,Pepsi,10/12/22,Utah Utes,14.0,Alex Harrison
515,88000.0,28000.0,45000.0,12700.0,Pepsi,10/12/22,Kansas Jayhawks,14.0,Jalon Daniels
516,151000.0,27000.0,1100.0,15500.0,Pond Lehocky,10/12/22,Georgia Bulldogs,1.0,Tykee Smith
518,86000.0,28000.0,60000.0,9000.0,Pepsi,,Florida Gators,14.0,Donovan McMillon
519,13800.0,2100.0,377.0,422.0,,10/12/22,Montana State Bobcats,,Ryan Lonergan
523,9000.0,1900.0,502.0,143.0,sweetgreen,10/11/22,Undecided,3.0,Madi Cole
524,17700.0,12000.0,1400.0,4400.0,sweetgreen,10/11/22,TCU Horned Frogs,3.0,Micah Peavy
526,84000.0,79000.0,86000.0,690.0,adidas,10/11/22,Louisville Cardinals,4.0,Alexa Hendricks
530,83000.0,100000.0,181.0,2100.0,Nike,10/10/22,Undecided,7.0,Juju Watkins
533,138000.0,153000.0,9500.0,32000.0,Nike,10/10/22,Iowa Hawkeyes,7.0,Caitlin Clark
534,75000.0,88000.0,9200.0,5700.0,Nike,10/10/22,Stanford Cardinal,7.0,Haley Jones
536,18300.0,4100.0,1600.0,893.0,FetchMe Delivery,10/10/22,Auburn Tigers,1.0,Anna Haddock
537,168000.0,123000.0,565000.0,14700.0,The GLD Shop,10/10/22,Oklahoma State Cowboys,3.0,Tori Ortiz
557,58000.0,11200.0,25.0,4300.0,Reese’s,10/06/22,Florida Gators,10.0,David Reese
564,73000.0,27000.0,3000.0,8000.0,SAXX Underwear,10/06/22,South Carolina Gamecocks,7.0,Jaheim Bell
565,208000.0,25000.0,29.0,14400.0,SAXX Underwear,10/06/22,South Carolina Gamecocks,7.0,MarShawn Lloyd
566,89000.0,36000.0,450.0,22000.0,SAXX Underwear,10/06/22,South Carolina Gamecocks,7.0,Dakereon Joyner
567,63000.0,17100.0,464.0,8600.0,SAXX Underwear,10/06/22,South Carolina Gamecocks,7.0,Jordan Burch
568,186000.0,13400.0,1400.0,4500.0,SAXX Underwear,10/06/22,South Carolina Gamecocks,7.0,Cam Smith
569,293000.0,42000.0,161000.0,23000.0,SoFabFood,10/06/22,Clemson Tigers,1.0,KJ Henry
571,178000.0,92000.0,55000.0,9600.0,Coaches vs. Cancer,10/05/22,Kansas Jayhawks,1.0,Gradey Dick
572,63000.0,26000.0,246000.0,1200.0,Urban Outfitters,10/05/22,Penn State Nittany Lions,14.0,Anna Camden
576,88000.0,28000.0,45000.0,12700.0,Charlie Hustle,10/04/22,Kansas Jayhawks,11.0,Jalon Daniels
577,369000.0,440000.0,237000.0,46000.0,Reebok,10/04/22,UCLA Bruins,4.0,Jordan Chiles
578,369000.0,440000.0,237000.0,46000.0,Urban Outfitters,10/04/22,UCLA Bruins,14.0,Jordan Chiles
581,11600.0,5300.0,446.0,290.0,,10/04/22,Undecided,,Croix Bethune
582,26000.0,9500.0,143.0,2700.0,,10/03/22,Ohio State Buckeyes,,Bruce Thornton
583,65000.0,17500.0,3100.0,2300.0,Playa Bowls,10/03/22,LSU Tigers,11.0,Josh Williams
584,51000.0,10000.0,28.0,5500.0,The Athletic Collection,10/03/22,Oklahoma State Cowboys,14.0,Brennan Presley
588,28000.0,13200.0,106.0,1500.0,,10/03/22,Ohio State Buckeyes,,Brice Sensabaugh
589,31000.0,16100.000000000002,9600.0,3800.0,,10/03/22,Ohio State Buckeyes,,Zed Key
590,37000.0,18400.0,50000.0,2500.0,,10/03/22,Ohio State Buckeyes,,Justice Sueing
593,59000.0,11900.0,20.0,7700.0,CAMPUS,10/02/22,Minnesota Golden Gophers,5.0,Tanner Morgan
594,35000.0,15400.0,76000.0,1300.0,Scout,10/01/22,Florida Gators,1.0,Leah Clapper
598,102000.0,49000.0,14000.0,25000.0,Mercury,9/29/22,UCF Knights,11.0,John Rhys Plumlee
599,188000.0,225000.0,27000.0,19500.0,Grammarly,9/29/22,South Carolina Gamecocks,1.0,Zia Cooke
602,396000.0,151000.0,6500.0,41000.0,Candy Digital,9/29/22,Clemson Tigers,19.0,DJ Uiagalelei
603,392000.0,30000.0,919.0,7100.0,Candy Digital,9/29/22,North Carolina Tar Heels,19.0,Josh Downs
604,299000.0,81000.0,1700.0,29000.0,Candy Digital,9/29/22,Arkansas Razorbacks,19.0,Jadon Haselwood
607,75000.0,23000.0,628.0,11900.0,Candy Digital,9/29/22,LSU Tigers,19.0,Jack Bech
608,19800.0,15600.0,480.0,2100.0,Halo Top Creamery,9/29/22,NC State Wolfpack,1.0,Jakia Brown-Turner
610,57000.0,20000.0,12000.0,8700.0,Meyer Center,9/28/22,Undecided,1.0,BT Potter
616,19600.0,5700.0,13600.0,1100.0,,9/28/22,Minnesota Golden Gophers,,Treyton Thompson
623,16800.0,3700.0,322.0,940.0,,9/28/22,Minnesota Golden Gophers,,Pharrel Payne
626,136000.0,3600.0,5000.0,2000.0,,9/28/22,Minnesota Golden Gophers,,Tyler Nubin
627,59000.0,11900.0,20.0,7700.0,,9/28/22,Minnesota Golden Gophers,,Tanner Morgan
628,45000.0,4200.0,438.0,2600.0,,9/28/22,Minnesota Golden Gophers,,Athan Kaliakmanis
635,25000.0,1700.0,136.0,395.0,,9/28/22,Minnesota Golden Gophers,,Deven Eastern
636,34000.0,2900.0,22.0,1300.0,,9/28/22,Minnesota Golden Gophers,,Michael Dixon
652,176000.0,7800.0,144.0,1800.0,,9/28/22,Iowa Hawkeyes,,Lukas Van Ness
656,76000.0,18300.0,425000.0,3300.0,Urban Outfitters,9/28/22,Tennessee Volunteers,14.0,Jonas Aidoo
659,114000.0,138000.0,23000.0,3000.0,Urban Outfitters,9/28/22,Louisville Cardinals,14.0,Hercy Miller
661,189000.0,58000.0,4700.0,25000.0,Urban Outfitters,9/28/22,Georgia Bulldogs,14.0,Kendall Milton
662,303000.0,79000.0,113000.0,20000.0,Urban Outfitters,9/28/22,Texas Longhorns,14.0,DeMarvion Overshown
663,118000.0,135000.0,1500.0,7100.0,Urban Outfitters,9/28/22,Florida State Seminoles,14.0,Cam'Ron Fletcher
665,207000.0,82000.0,373000.0,12400.0,Urban Outfitters,9/28/22,Michigan Wolverines,14.0,A.J. Henning
666,325000.0,73000.0,11700.0,23000.0,Urban Outfitters,9/28/22,Georgia Bulldogs,14.0,Kelee Ringo
667,19500.0,8800.0,2500.0,3400.0,CMG Leasing,9/28/22,Virginia Tech Hokies,4.0,Sean Pedulla
668,17100.0,5000.0,370.0,5000.0,CMG Leasing,9/28/22,Virginia Tech Hokies,4.0,Justyn Mutts
671,171000.0,209000.0,64000.0,4500.0,Urban Outfitters,9/28/22,Stanford Cardinal,14.0,Cameron Brink
672,101000.0,98000.0,176000.0,1000.0,nuuly,9/28/22,Duke Blue Devils,1.0,Emily Cole
677,65000.0,17500.0,3100.0,2300.0,The Players' Lounge,9/28/22,LSU Tigers,2.0,Josh Williams
686,188000.0,225000.0,27000.0,19500.0,Campbell’s Chunky,9/27/22,South Carolina Gamecocks,1.0,Zia Cooke
690,16900.0,4700.0,115.0,3500.0,Charlie Hustle,9/26/22,Missouri Tigers,11.0,Aidan Shaw
696,11100.0,1400.0,23000.0,124.0,Orlando City SC,9/26/22,UCF Knights,8.0,Tyler Hendricks
697,12000.0,5400.0,4500.0,485.0,Orlando City SC,9/26/22,UCF Knights,8.0,Taylor Hendricks
699,171000.0,209000.0,64000.0,4500.0,Hyperice,9/26/22,Stanford Cardinal,1.0,Cameron Brink
701,24000.0,4800.0,110000.0,632.0,Fire Fly Recovery,9/26/22,Pittsburgh Panthers,1.0,Julianna Dalton
702,160000.0,15100.0,560.0,8000.0,Sport Stix Pretzels,9/26/22,Ole Miss Rebels,3.0,Luke Altmyer
703,61000.0,55000.0,10200.0,18400.0,Premier Girls Fastpitch,9/25/22,Oklahoma Sooners,1.0,Jordy Bahl
707,31000.0,16100.000000000002,9600.0,3800.0,,9/23/22,Ohio State Buckeyes,,Zed Key
708,37000.0,18400.0,50000.0,2500.0,,9/23/22,Ohio State Buckeyes,,Justice Sueing
709,55000.0,19800.0,13600.0,3600.0,The Kitchen by Baked Brand,9/23/22,Minnesota Golden Gophers,1.0,Steven Ortiz
710,521000.0,58000.0,55.0,7300.0,Beats by Dre,9/23/22,Auburn Tigers,9.0,Tank Bigsby
711,88000.0,28000.0,45000.0,12700.0,Johnny's Tavern,9/23/22,Kansas Jayhawks,3.0,Jalon Daniels
713,30000.0,11700.0,32000.0,2500.0,,9/23/22,Ohio State Buckeyes,,Eugene Brown III
714,18500.0,5000.0,537.0,4000.0,Clean Energy,9/22/22,Notre Dame Fighting Irish,5.0,Tobias Merriweather
715,340000.0,20000.0,459.0,10400.0,Simply Seattle,9/22/22,Washington Huskies,1.0,Michael Penix Jr.
716,35000.0,15400.0,76000.0,1300.0,CAMPUS,9/22/22,Florida Gators,5.0,Leah Clapper
720,64000.0,15100.0,5900.0,5100.0,The Players Lounge,9/21/22,LSU Tigers,4.0,Kyren Lacy
721,300000.0,73000.0,83000.0,16500.0,Rally House,9/21/22,Kansas Jayhawks,1.0,Jalen Wilson
722,18400.0,10200.0,29000.0,843.0,Izod,9/21/22,Miami Hurricanes,1.0,Kevin Snyder
727,292000.0,18700.0,179.0,10000.0,,9/20/22,Ohio State Buckeyes,,Denzel Burke
