,NIL value,Instagram Followers,TikTok Followers,Twitter Followers,Company,Deal Date,School,Sponsor Count,Name
1834,213000.0,252000.0,145000.0,6500.0,Overtime Fits,6/24/22,Baylor Bears,1.0,Jaden Owens
1835,51000.0,10000.0,28.0,5500.0,,6/24/22,Oklahoma State Cowboys,,Brennan Presley
1837,22000.0,12300.0,4300.0,1100.0,Sprouts Farmers Market,6/23/22,UCLA Bruins,5.0,Dominique Onu
1838,72000.0,17600.0,118000.0,1900.0,ASAS-Los Angeles,6/23/22,UCLA Bruins,1.0,Deshun Murrell
1839,324000.0,14300.0,342.0,10400.0,,6/23/22,Georgia Bulldogs,,Tate Ratledge
1841,46000.0,39000.0,10300.0,3300.0,Bumble,6/23/22,LSU Tigers,4.0,Haleight Bryant
1843,245000.0,47000.0,6000.0,16000.0,Levine Children’s,6/22/22,Clemson Tigers,1.0,Will Shipley
1844,48000.0,11500.0,394.0,5000.0,,6/22/22,Florida State Seminoles,,Bless Harris
1845,10900.0,3300.0,8400.0,852.0,,6/22/22,TCU Horned Frogs,,Messiah Bright
1846,24000.0,8600.0,25000.0,4800.0,,6/22/22,Florida State Seminoles,,Qae'shon Sapp
1847,24000.0,22000.0,189.0,904.0,Nike,6/21/22,USC Trojans,7.0,Amari Avery
1849,168000.0,123000.0,565000.0,14700.0,Boutine Los Angeles,6/21/22,Oklahoma State Cowboys,1.0,Tori Ortiz
1850,35000.0,22000.0,3700.0,11600.0,The Players Lounge,6/21/22,Oklahoma Sooners,4.0,Tiare Jennings
1851,66000.0,14900.0,149.0,7800.0,Collins Childrens Home,6/21/22,Clemson Tigers,1.0,Beaux Collins
1859,25000.0,21000.0,4400.0,5500.0,,6/20/22,NC State Wolfpack,,Saniya Rivers
1860,199000.0,241000.0,2100.0,10000.0,Plum Practicewear,6/20/22,Oklahoma Sooners,2.0,Ragan Smith
1862,105000.0,37000.0,659.0,21000.0,Next Play Capital,6/20/22,UCLA Bruins,1.0,Chase Griffin
1863,105000.0,37000.0,659.0,21000.0,Rayban,6/20/22,UCLA Bruins,1.0,Chase Griffin
1866,35000.0,15400.0,76000.0,1300.0,Meta,6/19/22,Florida Gators,5.0,Leah Clapper
1867,49000.0,12300.0,467.0,4000.0,Littlejohn Community,6/18/22,Clemson Tigers,1.0,Ruke Orhorhoro
1868,554000.0,133000.0,889.0,47000.0,Wolverine Weekend,6/18/22,Michigan Wolverines,3.0,J.J. McCarthy
1869,149000.0,5000.0,8.0,1300.0,Wolverine Weekend,6/18/22,Michigan Wolverines,3.0,Ryan Hayes
1870,138000.0,153000.0,9500.0,32000.0,Iowa Cubs,6/18/22,Iowa Hawkeyes,1.0,Caitlin Clark
1872,92000.0,30000.0,1200.0,14000.0,Wolverine Weekend,6/18/22,Michigan Wolverines,3.0,Ronnie Bell
1878,61000.0,55000.0,10200.0,18400.0,Cameo,6/16/22,Oklahoma Sooners,105.0,Jordy Bahl
1880,26000.0,19000.0,353.0,2400.0,,6/15/22,Connecticut Huskies,,Ayanna Patterson
1881,105000.0,37000.0,659.0,21000.0,Meta,6/15/22,UCLA Bruins,5.0,Chase Griffin
1882,171000.0,11000.0,347.0,9500.0,Life+STYLE by Laura,6/14/22,Texas A&M Aggies,16.0,Demani Richardson
1888,30000.0,19300.0,8600.0,1500.0,WWE,6/13/22,Auburn Tigers,4.0,Derrian Gobourne
1891,233000.0,65000.0,121000.0,16400.0,Pro Sports Zone,6/11/22,Michigan Wolverines,2.0,Andrel Anthony
1894,199000.0,241000.0,2100.0,10000.0,Live Nation,6/11/22,Oklahoma Sooners,1.0,Ragan Smith
1896,38000.0,30000.0,17000.0,5800.0,Baylee Klingler Hitting Camp,6/10/22,Washington Huskies,1.0,Baylee Klingler
1897,15200.0,2900.0,8000.0,596.0,Omaha Steak Company,6/10/22,Utah Utes,2.0,Jaedyn Rucker
1899,233000.0,65000.0,121000.0,16400.0,Life+STYLE by Laura,6/09/22,Michigan Wolverines,16.0,Andrel Anthony
1900,396000.0,151000.0,6500.0,41000.0,Clemson Downs,6/09/22,Clemson Tigers,2.0,DJ Uiagalelei
1904,143000.0,37000.0,5400.0,5200.0,Fanatics,6/09/22,Duke Blue Devils,8.0,Dereck Lively II
1909,15000.0,8100.0,12500.0,611.0,,6/09/22,NC State Wolfpack,,Jada Boyd
1913,133000.0,2900.0,155.0,1800.0,,6/08/22,Undecided,,Dorian Singer
1915,10300.0,3000.0,4900.0,172.0,2FIT BRANDS,6/07/22,Creighton Bluejays,1.0,Keeley Davis
1916,69000.0,18700.0,1000.0,5600.0,,6/07/22,Clemson Tigers,,Andrew Mukuba
1918,396000.0,151000.0,6500.0,41000.0,,6/07/22,Clemson Tigers,,DJ Uiagalelei
1919,293000.0,42000.0,161000.0,23000.0,,6/07/22,Clemson Tigers,,KJ Henry
1920,197000.0,7800.0,6.0,2000.0,,6/07/22,Clemson Tigers,,Tyler Davis
1921,106000.0,40000.0,70000.0,39000.0,,6/07/22,Clemson Tigers,,Xavier Thomas
1922,38000.0,30000.0,17000.0,5800.0,Outback Steakhouse,6/07/22,Washington Huskies,23.0,Baylee Klingler
1924,39000.0,11000.0,311.0,4300.0,,,Missouri Tigers,,D.J. Wesolak
1926,42000.0,34000.0,5200.0,4700.0,Fans Meet Idols,6/06/22,Florida Gators,15.0,Nya Reed
1928,22000.0,10100.0,5100.0,1800.0,,6/05/22,Oregon Ducks,,Chance Gray
1935,81000.0,16600.0,129000.0,1400.0,GameChanger Tailgate,6/03/22,West Virginia Mountaineers,5.0,Tony Mathis
1936,158000.0,10100.0,5400.0,7700.0,GameChanger Tailgate,6/03/22,West Virginia Mountaineers,5.0,Bryce Ford-Wheaton
1941,151000.0,27000.0,1100.0,15500.0,Fortnite,6/02/22,Georgia Bulldogs,13.0,Tykee Smith
1942,213000.0,252000.0,145000.0,6500.0,Buff City Soap,6/02/22,Baylor Bears,1.0,Jaden Owens
1943,42000.0,40000.0,602.0,108.0,Omaha Steak Company,6/02/22,Utah Utes,2.0,Kara Eaker
1948,65000.0,3700.0,194.0,3600.0,,6/01/22,Houston Cougars,,Tramon Mark
1949,43000.0,1500.0,49.0,35.0,,6/01/22,West Virginia Mountaineers,,Lanell Carr
1952,75000.0,88000.0,9200.0,5700.0,Fortnite,6/01/22,Stanford Cardinal,13.0,Haley Jones
1954,22000.0,11700.0,6600.0,1400.0,Fortnite,6/01/22,UCLA Bruins,13.0,Gabriela Jaquez
1955,33000.0,29000.0,5.0,757.0,Courtsmith,6/01/22,California Golden Bears,1.0,Jayda Curry
1960,55000.0,9800.0,725.0,4200.0,,5/31/22,Penn State Nittany Lions,,Curtis Jacobs
1961,69000.0,18700.0,1000.0,5600.0,Fan Controlled Football,5/31/22,Clemson Tigers,2.0,Andrew Mukuba
1966,171000.0,209000.0,64000.0,4500.0,Momento NFT,5/27/22,Stanford Cardinal,1.0,Cameron Brink
1971,70000.0,75000.0,3100.0,2100.0,American Eagle Outfitters,5/26/22,UCLA Bruins,4.0,Maya Brady
1976,554000.0,133000.0,889.0,47000.0,Dunkin',5/25/22,Michigan Wolverines,17.0,J.J. McCarthy
1979,30000.0,11700.0,32000.0,2500.0,Fortnite,5/24/22,Ohio State Buckeyes,13.0,Eugene Brown III
1980,22000.0,12300.0,4300.0,1100.0,Fortnite,5/24/22,UCLA Bruins,13.0,Dominique Onu
1982,35000.0,15400.0,76000.0,1300.0,mph.bank,5/24/22,Florida Gators,1.0,Leah Clapper
1985,97000.0,29000.0,70000.0,7700.0,Fortnite,5/24/22,Michigan Wolverines,13.0,Roman Wilson
1986,79000.0,22000.0,7100.0,6400.0,Fortnite,5/24/22,Michigan Wolverines,13.0,Mike Sainristil
1987,37000.0,18400.0,50000.0,2500.0,Fortnite,5/24/22,Ohio State Buckeyes,13.0,Justice Sueing
1988,233000.0,65000.0,121000.0,16400.0,Fortnite,5/24/22,Michigan Wolverines,13.0,Andrel Anthony
1990,18700.0,3100.0,236.0,2100.0,,5/23/22,NC State Wolfpack,,Grant Gibson
1992,30000.0,19300.0,8600.0,1500.0,Legacy League,5/23/22,Auburn Tigers,1.0,Derrian Gobourne
1993,53000.0,10800.0,287.0,4700.0,Xtreme Xperience,5/22/22,Michigan Wolverines,1.0,Trevor Keegan
1995,102000.0,107000.0,31000.0,28000.0,Top Gun,5/20/22,South Carolina Gamecocks,1.0,Aliyah Boston
1996,76000.0,77000.0,4800.0,9600.0,Tropical Smoothie Cafe,5/20/22,Florida Gators,1.0,Trinity Thomas
1997,369000.0,440000.0,237000.0,46000.0,Levi's,5/20/22,UCLA Bruins,4.0,Jordan Chiles
1998,52000.0,7900.0,115.0,3100.0,,5/19/22,Penn State Nittany Lions,,Brenton Strange
2000,35000.0,22000.0,3700.0,11600.0,Breaking T,5/19/22,Oklahoma Sooners,1.0,Tiare Jennings
2001,31000.0,22000.0,7300.0,1700.0,NOCAP Sports,5/19/22,Arkansas Razorbacks,1.0,Britton Wilson
2002,42000.0,40000.0,602.0,108.0,Bonfire,5/19/22,Utah Utes,1.0,Kara Eaker
2006,38000.0,3400.0,230.0,1000.0,,5/17/22,West Virginia Mountaineers,,Hammond Russell
2007,30000.0,19300.0,8600.0,1500.0,H&M,5/16/22,Auburn Tigers,1.0,Derrian Gobourne
2011,102000.0,107000.0,31000.0,28000.0,Bojangles,5/14/22,South Carolina Gamecocks,12.0,Aliyah Boston
2012,25000.0,11500.0,169.0,1000.0,,5/13/22,Undecided,,Kario Oquendo
2014,76000.0,77000.0,4800.0,9600.0,Fans Meet Idols,5/13/22,Florida Gators,15.0,Trinity Thomas
2015,208000.0,239000.0,149000.0,28000.0,BUBBL'R,5/13/22,Utah Utes,2.0,Grace McCallum
2016,193000.0,180000.0,402000.0,10100.0,Forever 21,5/13/22,North Carolina Tar Heels,2.0,Deja Kelly
2018,449000.0,5700.0,520.0,3300.0,Cats Can,5/12/22,Kansas State Wildcats,2.0,Felix Anudike-Uzomah
2019,178000.0,92000.0,55000.0,9600.0,WME Sports,5/12/22,Kansas Jayhawks,5.0,Gradey Dick
2020,26000.0,23000.0,1000.0,4500.0,Nike,5/12/22,Stanford Cardinal,7.0,Rachel Heck
2021,32000.0,17500.0,57000.0,1400.0,mnml,5/12/22,Arizona Wildcats,1.0,Paris Clark
2024,76000.0,77000.0,4800.0,9600.0,College Hunks Hauling Junk & Moving,5/11/22,Florida Gators,4.0,Trinity Thomas
2026,369000.0,440000.0,237000.0,46000.0,Pottery Barn Teen,5/11/22,UCLA Bruins,1.0,Jordan Chiles
2028,197000.0,16700.0,4600.0,5900.0,Bobbitt Construction,5/10/22,NC State Wolfpack,2.0,Drake Thomas
2030,61000.0,55000.0,10200.0,18400.0,Academy Sports + Outdoors,5/09/22,Oklahoma Sooners,5.0,Jordy Bahl
2033,151000.0,27000.0,1100.0,15500.0,,5/06/22,Georgia Bulldogs,,Tykee Smith
2034,35000.0,15400.0,76000.0,1300.0,College Hunks Hauling Junk & Moving,5/06/22,Florida Gators,4.0,Leah Clapper
2035,17700.0,12000.0,1400.0,4400.0,Chamberlin Brand,5/06/22,TCU Horned Frogs,1.0,Micah Peavy
2039,38000.0,30000.0,17000.0,5800.0,,5/04/22,Washington Huskies,,Baylee Klingler
2040,15000.0,3100.0,495.0,4.0,Gait Lacrosse,5/04/22,Maryland Terrapins,1.0,Abby Bosco
2042,38000.0,4000.0,18.0,2700.0,,5/03/22,Undecided,,Ja'quay Hubbard
2043,199000.0,241000.0,2100.0,10000.0,The Players' Lounge,5/03/22,Oklahoma Sooners,2.0,Ragan Smith
2045,524000.0,76000.0,139000.0,42000.0,Paul Miller Ford,5/02/22,Kentucky Wildcats,1.0,Will Levis
2047,197000.0,16700.0,4600.0,5900.0,,5/01/22,NC State Wolfpack,,Drake Thomas
2049,9000.0,1900.0,502.0,143.0,Volley On,4/30/22,Undecided,1.0,Madi Cole
2053,168000.0,123000.0,565000.0,14700.0,Gatorade,4/29/22,Oklahoma State Cowboys,6.0,Tori Ortiz
2054,369000.0,440000.0,237000.0,46000.0,Aeropostale,4/29/22,UCLA Bruins,1.0,Jordan Chiles
2055,369000.0,440000.0,237000.0,46000.0,Cheetos,4/29/22,UCLA Bruins,1.0,Jordan Chiles
2058,35000.0,15400.0,76000.0,1300.0,Fans Meet Idols,4/28/22,Florida Gators,15.0,Leah Clapper
2059,56000.0,17500.0,137.0,5800.0,,4/27/22,Ohio State Buckeyes,,Kyion Grayes
2062,74000.0,16400.0,177.0,7500.0,Walcott Denistry,4/26/22,Michigan Wolverines,1.0,Erick All
2063,90000.0,24000.0,6000.0,13900.0,,4/26/22,West Virginia Mountaineers,,Nicco Marchiol
2065,37000.0,3100.0,159.0,372.0,,4/26/22,West Virginia Mountaineers,,Leighton Bechdel
2066,58000.0,13400.0,10000.0,4600.0,,4/26/22,West Virginia Mountaineers,,Mumu Bin-Wahad
2067,43000.0,1800.0,192.0,680.0,,4/26/22,Undecided,,Theo Grabill
2069,102000.0,107000.0,31000.0,28000.0,Under Armour,4/26/22,South Carolina Gamecocks,1.0,Aliyah Boston
2071,49000.0,6600.0,57.0,1500.0,,4/26/22,West Virginia Mountaineers,,Davis Mallinger
2072,42000.0,40000.0,602.0,108.0,Ute Zone,4/25/22,Utah Utes,2.0,Kara Eaker
2073,15200.0,2900.0,8000.0,596.0,Ute Zone,4/25/22,Utah Utes,2.0,Jaedyn Rucker
2074,436000.0,137000.0,1700.0,38000.0,Onyx Authenticated,4/25/22,Ohio State Buckeyes,6.0,Jaxon Smith-Njigba
2076,63000.0,26000.0,246000.0,1200.0,,4/24/22,Penn State Nittany Lions,,Anna Camden
2077,92000.0,9300.0,352.0,4500.0,Life Wallet,,Miami Hurricanes,19.0,Nijel Pack
2079,369000.0,440000.0,237000.0,46000.0,Angel City FC,4/22/22,UCLA Bruins,2.0,Jordan Chiles
2081,300000.0,73000.0,83000.0,16500.0,Rock Chalk NFT,4/21/22,Kansas Jayhawks,1.0,Jalen Wilson
2084,473000.0,17900.0,44.0,9000.0,C.W. URBAN,4/21/22,Undecided,11.0,Cameron Rising
2089,111000.0,24000.0,243000.0,5300.0,,4/20/22,Penn State Nittany Lions,,KeAndre Lambert-Smith
2095,49000.0,6100.0,90.0,2700.0,,4/19/22,West Virginia Mountaineers,,Reese Smith
2098,12900.0,2000.0,139.0,850.0,HydroJug,4/18/22,Undecided,1.0,Timea Gardiner
2099,171000.0,209000.0,64000.0,4500.0,Celsius,4/18/22,Stanford Cardinal,1.0,Cameron Brink
2100,57000.0,11400.0,5500.0,4100.0,,4/18/22,Penn State Nittany Lions,,Parker Washington
2104,436000.0,137000.0,1700.0,38000.0,Express,4/18/22,Ohio State Buckeyes,2.0,Jaxon Smith-Njigba
2106,142000.0,53000.0,11200.0,23000.0,,4/18/22,Penn State Nittany Lions,,Sean Clifford
2107,18400.0,10200.0,29000.0,843.0,2REAL,4/16/22,Miami Hurricanes,1.0,Kevin Snyder
2108,42000.0,40000.0,602.0,108.0,Virc Snacks,4/15/22,Utah Utes,1.0,Kara Eaker
2109,15200.0,4000.0,834.0,176.0,Utah Sour Gummies,4/15/22,Utah Utes,1.0,Jillian Hoffman
2110,24000.0,4800.0,110000.0,632.0,Roots Natural Kitchen,4/14/22,Pittsburgh Panthers,2.0,Julianna Dalton
2114,22000.0,4300.0,2300.0,587.0,,4/13/22,Ohio State Buckeyes,,Cotie McMahon
2115,375000.0,71000.0,16200.0,22000.0,,4/12/22,Ohio State Buckeyes,,Paris Johnson Jr.
2116,369000.0,440000.0,237000.0,46000.0,Door Dash,4/12/22,UCLA Bruins,3.0,Jordan Chiles
2117,16200.0,4300.0,168.0,953.0,Slate Milk,4/12/22,Undecided,1.0,Alexa Spaanstra
2119,554000.0,133000.0,889.0,47000.0,Eberg Capital,4/11/22,Michigan Wolverines,1.0,J.J. McCarthy
2120,15800.0,2300.0,403.0,376.0,Charlotte Football Club,4/11/22,Undecided,1.0,Megan Bornkamp
2123,49000.0,38000.0,11100.0,3100.0,Orgain,4/10/22,Texas Longhorns,1.0,Logan Eggleston
2124,15200.0,4000.0,834.0,176.0,Minky Couture,4/09/22,Utah Utes,4.0,Jillian Hoffman
2125,15200.0,2900.0,8000.0,596.0,Minky Couture,4/09/22,Utah Utes,4.0,Jaedyn Rucker
2128,364000.0,45000.0,5100.0,27000.0,Lucky Jack Coffee,4/08/22,Florida State Seminoles,1.0,Jordan Travis
2129,105000.0,37000.0,659.0,21000.0,Scotch Porter,4/08/22,UCLA Bruins,1.0,Chase Griffin
2132,18400.0,10200.0,29000.0,843.0,UGG,4/08/22,Miami Hurricanes,1.0,Kevin Snyder
2133,217000.0,35000.0,21000.0,11400.0,The Players Trunk,4/07/22,Western Michigan Broncos,15.0,Jayden Reed
2142,524000.0,76000.0,139000.0,42000.0,War of Will,4/06/22,Kentucky Wildcats,1.0,Will Levis
2143,369000.0,440000.0,237000.0,46000.0,H&R Block,4/06/22,UCLA Bruins,6.0,Jordan Chiles
2147,37000.0,18400.0,50000.0,2500.0,Dollar Shave Club,4/04/22,Ohio State Buckeyes,3.0,Justice Sueing
2148,364000.0,45000.0,5100.0,27000.0,,4/04/22,Florida State Seminoles,,Jordan Travis
2151,49000.0,38000.0,11100.0,3100.0,Just Women’s Sports,4/03/22,Texas Longhorns,2.0,Logan Eggleston
2152,42000.0,40000.0,602.0,108.0,Minky Couture,4/03/22,Utah Utes,4.0,Kara Eaker
2153,15000.0,8100.0,12500.0,611.0,Wings Over,4/03/22,NC State Wolfpack,1.0,Jada Boyd
2154,32000.0,26000.0,3000.0,1700.0,Plum Practicewear,4/01/22,Utah Utes,2.0,Abby Paulson
2157,10300.0,3000.0,4900.0,172.0,Cameo,3/31/22,Creighton Bluejays,105.0,Keeley Davis
2158,42000.0,40000.0,602.0,108.0,,3/30/22,Utah Utes,,Kara Eaker
2161,188000.0,225000.0,27000.0,19500.0,H&R Block,3/30/22,South Carolina Gamecocks,6.0,Zia Cooke
2162,22000.0,9700.0,1400.0,273.0,Scarlet & Gold,3/30/22,Auburn Tigers,1.0,Sophia Groth
2163,54000.0,10100.0,6100.0,5200.0,,3/29/22,West Virginia Mountaineers,,Sam James
2164,168000.0,123000.0,565000.0,14700.0,PSD Underwear,3/29/22,Oklahoma State Cowboys,11.0,Tori Ortiz
2165,31000.0,22000.0,7300.0,1700.0,Quizlet,3/29/22,Arkansas Razorbacks,3.0,Britton Wilson
2167,24000.0,22000.0,189.0,904.0,Bank of America,3/28/22,USC Trojans,1.0,Amari Avery
2168,16800.0,5800.0,3200.0,208.0,C.W. URBAN,3/28/22,Utah Utes,11.0,Jaylene Gilstrap
2169,15500.0,4200.0,1800.0,216.0,C.W. URBAN,3/27/22,Utah Utes,11.0,Alani Sabado
2170,208000.0,239000.0,149000.0,28000.0,C.W. URBAN,3/27/22,Utah Utes,11.0,Grace McCallum
2171,145000.0,146000.0,179000.0,38000.0,Montana Fouts Pitching Camp,3/27/22,Alabama Crimson Tide,1.0,Montana Fouts
2172,32000.0,26000.0,3000.0,1700.0,C.W. URBAN,3/27/22,Utah Utes,11.0,Abby Paulson
2174,18000.0,7000.0,5600.0,907.0,C.W. URBAN,3/26/22,Utah Utes,11.0,Cristal Isa
2175,213000.0,252000.0,145000.0,6500.0,Champs Sports,3/26/22,Baylor Bears,8.0,Jaden Owens
2176,42000.0,40000.0,602.0,108.0,C.W. URBAN,3/26/22,Utah Utes,11.0,Kara Eaker
2177,15200.0,4000.0,834.0,176.0,C.W. URBAN,3/26/22,Utah Utes,11.0,Jillian Hoffman
2178,63000.0,26000.0,246000.0,1200.0,Roots Natural Kitchen,3/25/22,Penn State Nittany Lions,2.0,Anna Camden
2179,14300.0,120.0,15700.0,1600.0,C.W. URBAN,3/25/22,Utah Utes,11.0,Maile O'Keefe
2180,208000.0,239000.0,149000.0,28000.0,H&R Block,3/25/22,Utah Utes,6.0,Grace McCallum
2181,46000.0,39000.0,10300.0,3300.0,OZONE Leotards,3/25/22,LSU Tigers,3.0,Haleight Bryant
2183,15200.0,2900.0,8000.0,596.0,C.W. URBAN,3/25/22,Utah Utes,11.0,Jaedyn Rucker
2184,33000.0,29000.0,5.0,757.0,Wingstop,3/25/22,California Golden Bears,1.0,Jayda Curry
2185,364000.0,45000.0,5100.0,27000.0,Walk-On’s Sports Bistreaux,3/24/22,Florida State Seminoles,1.0,Jordan Travis
2186,22000.0,9700.0,1400.0,273.0,Elle & Design,3/24/22,Auburn Tigers,1.0,Sophia Groth
2187,213000.0,252000.0,145000.0,6500.0,H&R Block,3/24/22,Baylor Bears,6.0,Jaden Owens
2188,22000.0,11700.0,6600.0,1400.0,Tricolor Holdings,3/24/22,UCLA Bruins,2.0,Gabriela Jaquez
2189,421000.0,46000.0,262.0,7700.0,Tricolor Holdings,3/24/22,UCLA Bruins,2.0,Jaime Jaquez
2194,54000.0,10200.0,483.0,3300.0,,3/23/22,Penn State Nittany Lions,,Lance Dixon
2195,70000.0,13800.0,2300.0,4400.0,,3/23/22,West Virginia Mountaineers,,Garrett Greene
2196,47000.0,4400.0,2100.0,2200.0,,3/23/22,West Virginia Mountaineers,,Mike O'Laughlin
2198,24000.0,22000.0,189.0,904.0,Angel City FC,3/23/22,USC Trojans,2.0,Amari Avery
2199,369000.0,440000.0,237000.0,46000.0,Panda Express,3/23/22,UCLA Bruins,1.0,Jordan Chiles
2204,75000.0,88000.0,9200.0,5700.0,Uncle Funky's Daughter,3/22/22,Stanford Cardinal,1.0,Haley Jones
2205,26000.0,15000.0,831.0,2000.0,Orange Mountain Designs,3/22/22,Tennessee Volunteers,3.0,Tamari Key
2206,168000.0,123000.0,565000.0,14700.0,Oklahoma State Sour Gummies,3/21/22,Oklahoma State Cowboys,1.0,Tori Ortiz
2209,105000.0,37000.0,659.0,21000.0,Whole Foods,3/19/22,UCLA Bruins,1.0,Chase Griffin
2212,300000.0,73000.0,83000.0,16500.0,JW10,3/18/22,Kansas Jayhawks,1.0,Jalen Wilson
2217,37000.0,18400.0,50000.0,2500.0,RITZ Crackers,3/17/22,Ohio State Buckeyes,1.0,Justice Sueing
2219,23000.0,13800.0,6200.0,2500.0,Overtime,3/17/22,Arizona Wildcats,1.0,Maya Nnaji
2220,49000.0,38000.0,11100.0,3100.0,Champion,3/17/22,Texas Longhorns,2.0,Logan Eggleston
2223,171000.0,209000.0,64000.0,4500.0,Portland Gear,3/17/22,Stanford Cardinal,3.0,Cameron Brink
2225,42000.0,40000.0,602.0,108.0,ZYIA Active,3/15/22,Utah Utes,3.0,Kara Eaker
2227,369000.0,440000.0,237000.0,46000.0,bibigo,3/15/22,UCLA Bruins,1.0,Jordan Chiles
2228,213000.0,252000.0,145000.0,6500.0,Auntie Anne’s Pretzels,3/15/22,Baylor Bears,1.0,Jaden Owens
2230,81000.0,16600.0,129000.0,1400.0,,3/15/22,West Virginia Mountaineers,,Tony Mathis
2232,45000.0,3300.0,853.0,2200.0,,3/15/22,West Virginia Mountaineers,,Jared Bartlett
2233,19500.0,9400.0,44000.0,2500.0,InfluenceTee,3/14/22,Pittsburgh Panthers,1.0,Marley Washenitz
2234,102000.0,107000.0,31000.0,28000.0,Bose,3/14/22,South Carolina Gamecocks,2.0,Aliyah Boston
2235,75000.0,88000.0,9200.0,5700.0,Beats by Dre,3/14/22,Stanford Cardinal,9.0,Haley Jones
2237,168000.0,123000.0,565000.0,14700.0,,3/14/22,Oklahoma State Cowboys,,Tori Ortiz
2238,42000.0,40000.0,602.0,108.0,Index,3/13/22,Utah Utes,1.0,Kara Eaker
2240,193000.0,180000.0,402000.0,10100.0,Beats by Dre,3/13/22,North Carolina Tar Heels,9.0,Deja Kelly
2242,19800.0,15600.0,480.0,2100.0,Wing Stop,3/12/22,NC State Wolfpack,2.0,Jakia Brown-Turner
2243,70000.0,75000.0,3100.0,2100.0,Champion,3/12/22,UCLA Bruins,2.0,Maya Brady
2244,105000.0,37000.0,659.0,21000.0,sauce,3/12/22,UCLA Bruins,1.0,Chase Griffin
2252,22000.0,12300.0,4300.0,1100.0,VO2,3/08/22,UCLA Bruins,2.0,Dominique Onu
2259,17700.0,6500.0,1400.0,296.0,TIAA,3/07/22,Maryland Terrapins,7.0,Diamond Miller
2265,89000.0,36000.0,450.0,22000.0,,3/04/22,South Carolina Gamecocks,,Dakereon Joyner
2266,22000.0,9700.0,1400.0,273.0,Auburn Med Spa,3/04/22,Auburn Tigers,1.0,Sophia Groth
2267,473000.0,17900.0,44.0,9000.0,Performance Toyota Bountiful,3/03/22,Undecided,1.0,Cameron Rising
2269,15200.0,2900.0,8000.0,596.0,ZYIA Active,3/03/22,Utah Utes,3.0,Jaedyn Rucker
2270,16800.0,5800.0,3200.0,208.0,ZYIA Active,3/03/22,Utah Utes,3.0,Jaylene Gilstrap
2271,33000.0,29000.0,5.0,757.0,Wizeprep,3/02/22,California Golden Bears,1.0,Jayda Curry
2275,158000.0,10100.0,5400.0,7700.0,Mario’s Fishbowl,3/02/22,West Virginia Mountaineers,1.0,Bryce Ford-Wheaton
2276,27000.0,18000.0,9400.0,2300.0,D1Softball,3/02/22,UCLA Bruins,1.0,Megan Faraimo
2277,43000.0,1600.0,56.0,2000.0,,3/01/22,West Virginia Mountaineers,,Jarel Williams
2281,138000.0,153000.0,9500.0,32000.0,H&R Block,3/01/22,Iowa Hawkeyes,6.0,Caitlin Clark
2283,45000.0,2900.0,71.0,1700.0,,3/01/22,West Virginia Mountaineers,,Graeson Malashevich
2284,45000.0,2900.0,9.0,1500.0,,3/01/22,West Virginia Mountaineers,,Christion Stokes
2285,158000.0,10100.0,5400.0,7700.0,,3/01/22,West Virginia Mountaineers,,Bryce Ford-Wheaton
2293,22000.0,12300.0,4300.0,1100.0,GLD,2/25/22,UCLA Bruins,2.0,Dominique Onu
2295,105000.0,37000.0,659.0,21000.0,Celestial Seasonings Tea,2/25/22,UCLA Bruins,1.0,Chase Griffin
2298,369000.0,440000.0,237000.0,46000.0,IT Cosmetics,2/24/22,UCLA Bruins,1.0,Jordan Chiles
2299,35000.0,15400.0,76000.0,1300.0,Umaps,2/23/22,Florida Gators,1.0,Leah Clapper
2300,84000.0,79000.0,86000.0,690.0,Vinaigrette Salad Kitchen,2/22/22,Louisville Cardinals,1.0,Alexa Hendricks
2301,76000.0,15400.0,139.0,10100.0,,2/21/22,South Carolina Gamecocks,,Luke Doty
2302,233000.0,65000.0,121000.0,16400.0,Valiant MGMT,2/20/22,Michigan Wolverines,1.0,Andrel Anthony
2304,32000.0,26000.0,3000.0,1700.0,Albion Fit,2/19/22,Utah Utes,1.0,Abby Paulson
2306,55000.0,10900.0,417.0,6000.0,,2/18/22,South Carolina Gamecocks,,Lovasea Carroll
2311,22000.0,9700.0,1400.0,273.0,Behind the Glass,2/16/22,Auburn Tigers,1.0,Sophia Groth
2312,193000.0,180000.0,402000.0,10100.0,Dunkin',2/16/22,North Carolina Tar Heels,17.0,Deja Kelly
2313,63000.0,26000.0,246000.0,1200.0,Moolah Kicks,2/16/22,Penn State Nittany Lions,5.0,Anna Camden
2317,36000.0,3100.0,33.0,3000.0,,2/12/22,South Carolina Gamecocks,,Eric Douglas
2319,83000.0,100000.0,181.0,2100.0,,2/11/22,Undecided,,Juju Watkins
2320,14300.0,2500.0,241.0,389.0,Dough Street,2/11/22,Undecided,1.0,Jordan Brewster
2321,524000.0,76000.0,139000.0,42000.0,Grand Slam Collectibles,,Kentucky Wildcats,1.0,Will Levis
2323,39000.0,4300.0,910.0,4700.0,,2/10/22,West Virginia Mountaineers,,Doug Nester
2324,76000.0,77000.0,4800.0,9600.0,Google,2/09/22,Florida Gators,1.0,Trinity Thomas
2326,73000.0,27000.0,3000.0,8000.0,,2/08/22,South Carolina Gamecocks,,Jaheim Bell
